ITEMSET,SUPPORT
"('5_NP', '0_D', 'N_L', 'N_WA')",0.03
"('5_NP', '0_D', 'N_L', 'N_WA', 'N_P')",0.03
"('5_NP', '0_D', 'N_L', 'N_P')",0.04
"('5_NP', '0_D', 'N_WA')",0.04
"('5_NP', '0_D', 'N_WA', 'N_P')",0.04
"('5_NP', '0_D', 'N_P')",0.05
"('5_NP', '3_T')",0.06
"('5_NP', '3_T', 'medium_S')",0.02
"('5_NP', '3_T', 'medium_S', 'N_L')",0.02
"('5_NP', '3_T', 'medium_S', 'N_L', 'N_WA')",0.02
"('5_NP', '3_T', 'medium_S', 'N_L', 'N_P')",0.02
"('5_NP', '3_T', 'medium_S', 'N_WA')",0.02
"('5_NP', '3_T', 'medium_S', 'N_WA', 'N_P')",0.02
"('5_NP', '3_T', 'medium_S', 'N_P')",0.02
"('5_NP', '3_T', 'low_S')",0.03
"('5_NP', '3_T', 'low_S', 'N_L')",0.03
"('5_NP', '3_T', 'low_S', 'N_L', 'N_WA')",0.02
"('5_NP', '3_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.02
"('5_NP', '3_T', 'low_S', 'N_L', 'N_P')",0.03
"('5_NP', '3_T', 'low_S', 'N_WA')",0.02
"('5_NP', '3_T', 'low_S', 'N_WA', 'N_P')",0.02
"('5_NP', '3_T', 'low_S', 'N_P')",0.03
"('5_NP', '3_T', 'N_L')",0.06
"('5_NP', '3_T', 'N_L', 'N_WA')",0.05
"('5_NP', '3_T', 'N_L', 'N_WA', 'N_P')",0.05
"('5_NP', '3_T', 'N_L', 'N_P')",0.06
"('5_NP', '3_T', 'N_WA')",0.05
"('5_NP', '3_T', 'N_WA', 'N_P')",0.05
"('5_NP', '3_T', 'N_P')",0.06
"('5_NP', 'medium_S')",0.08
"('5_NP', 'medium_S', 'N_L')",0.06
"('5_NP', 'medium_S', 'N_L', 'N_WA')",0.05
"('5_NP', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.05
"('5_NP', 'medium_S', 'N_L', 'N_P')",0.06
"('5_NP', 'medium_S', 'N_WA')",0.07
"('5_NP', 'medium_S', 'N_WA', 'N_P')",0.07
"('5_NP', 'medium_S', 'N_P')",0.08
"('5_NP', 'low_S')",0.09
"('5_NP', 'low_S', 'N_L')",0.06
"('5_NP', 'low_S', 'N_L', 'N_WA')",0.05
"('5_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.05
"('5_NP', 'low_S', 'N_L', 'N_P')",0.06
"('5_NP', 'low_S', 'N_WA')",0.08
"('5_NP', 'low_S', 'N_WA', 'N_P')",0.08
"('5_NP', 'low_S', 'N_P')",0.09
"('5_NP', 'N_L')",0.14
"('5_NP', 'N_L', 'N_WA')",0.12
"('5_NP', 'N_L', 'N_WA', 'N_P')",0.11
"('5_NP', 'N_L', 'N_P')",0.14
"('5_NP', 'N_WA')",0.16
"('5_NP', 'N_WA', 'N_P')",0.15
"('5_NP', 'N_P')",0.18
"('2_T', '3_NP')",0.08
"('2_T', '3_NP', '0_D')",0.02
"('2_T', '3_NP', '0_D', 'N_L')",0.02
"('2_T', '3_NP', '0_D', 'N_L', 'N_P')",0.02
"('2_T', '3_NP', '0_D', 'N_P')",0.02
"('2_T', '3_NP', 'medium_S')",0.04
"('2_T', '3_NP', 'medium_S', 'N_L')",0.04
"('2_T', '3_NP', 'medium_S', 'N_L', 'N_WA')",0.03
"('2_T', '3_NP', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.03
"('2_T', '3_NP', 'medium_S', 'N_L', 'N_P')",0.04
"('2_T', '3_NP', 'medium_S', 'N_WA')",0.03
"('2_T', '3_NP', 'medium_S', 'N_WA', 'N_P')",0.03
"('2_T', '3_NP', 'medium_S', 'N_P')",0.04
"('2_T', '3_NP', 'low_S')",0.04
"('2_T', '3_NP', 'low_S', 'N_L')",0.04
"('2_T', '3_NP', 'low_S', 'N_L', 'N_WA')",0.03
"('2_T', '3_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.03
"('2_T', '3_NP', 'low_S', 'N_L', 'N_P')",0.04
"('2_T', '3_NP', 'low_S', 'N_WA')",0.03
"('2_T', '3_NP', 'low_S', 'N_WA', 'N_P')",0.03
"('2_T', '3_NP', 'low_S', 'N_P')",0.04
"('2_T', '3_NP', 'N_L')",0.08
"('2_T', '3_NP', 'N_L', 'N_WA')",0.07
"('2_T', '3_NP', 'N_L', 'N_WA', 'N_P')",0.07
"('2_T', '3_NP', 'N_L', 'N_P')",0.08
"('2_T', '3_NP', 'N_WA')",0.07
"('2_T', '3_NP', 'N_WA', 'N_P')",0.07
"('2_T', '3_NP', 'N_P')",0.08
"('2_T', '0_D')",0.06
"('2_T', '0_D', '4_NP')",0.02
"('2_T', '0_D', '4_NP', 'N_L')",0.02
"('2_T', '0_D', '4_NP', 'N_L', 'N_P')",0.02
"('2_T', '0_D', '4_NP', 'N_P')",0.02
"('2_T', '0_D', 'medium_S')",0.03
"('2_T', '0_D', 'medium_S', 'N_L')",0.02
"('2_T', '0_D', 'medium_S', 'N_L', 'N_WA')",0.02
"('2_T', '0_D', 'medium_S', 'N_L', 'N_P')",0.02
"('2_T', '0_D', 'medium_S', 'N_WA')",0.02
"('2_T', '0_D', 'medium_S', 'N_WA', 'N_P')",0.02
"('2_T', '0_D', 'medium_S', 'N_P')",0.02
"('2_T', '0_D', 'low_S')",0.03
"('2_T', '0_D', 'low_S', 'N_L')",0.03
"('2_T', '0_D', 'low_S', 'N_L', 'N_WA')",0.02
"('2_T', '0_D', 'low_S', 'N_L', 'N_WA', 'N_P')",0.02
"('2_T', '0_D', 'low_S', 'N_L', 'N_P')",0.03
"('2_T', '0_D', 'low_S', 'N_WA')",0.02
"('2_T', '0_D', 'low_S', 'N_WA', 'N_P')",0.02
"('2_T', '0_D', 'low_S', 'N_P')",0.03
"('2_T', '0_D', 'N_L')",0.06
"('2_T', '0_D', 'N_L', 'N_WA')",0.05
"('2_T', '0_D', 'N_L', 'N_WA', 'N_P')",0.05
"('2_T', '0_D', 'N_L', 'N_P')",0.06
"('2_T', '0_D', 'N_WA')",0.05
"('2_T', '0_D', 'N_WA', 'N_P')",0.05
"('2_T', '0_D', 'N_P')",0.06
"('2_T', '4_NP')",0.08
"('2_T', '4_NP', 'medium_S')",0.03
"('2_T', '4_NP', 'medium_S', 'N_L')",0.03
"('2_T', '4_NP', 'medium_S', 'N_L', 'N_WA')",0.03
"('2_T', '4_NP', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.03
"('2_T', '4_NP', 'medium_S', 'N_L', 'N_P')",0.03
"('2_T', '4_NP', 'medium_S', 'N_WA')",0.03
"('2_T', '4_NP', 'medium_S', 'N_WA', 'N_P')",0.03
"('2_T', '4_NP', 'medium_S', 'N_P')",0.03
"('2_T', '4_NP', 'low_S')",0.04
"('2_T', '4_NP', 'low_S', 'N_L')",0.04
"('2_T', '4_NP', 'low_S', 'N_L', 'N_WA')",0.03
"('2_T', '4_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.03
"('2_T', '4_NP', 'low_S', 'N_L', 'N_P')",0.04
"('2_T', '4_NP', 'low_S', 'N_WA')",0.03
"('2_T', '4_NP', 'low_S', 'N_WA', 'N_P')",0.03
"('2_T', '4_NP', 'low_S', 'N_P')",0.04
"('2_T', '4_NP', 'N_L')",0.08
"('2_T', '4_NP', 'N_L', 'N_WA')",0.06
"('2_T', '4_NP', 'N_L', 'N_WA', 'N_P')",0.06
"('2_T', '4_NP', 'N_L', 'N_P')",0.07
"('2_T', '4_NP', 'N_WA')",0.06
"('2_T', '4_NP', 'N_WA', 'N_P')",0.06
"('2_T', '4_NP', 'N_P')",0.07
"('2_T', 'medium_S')",0.09
"('2_T', 'medium_S', 'N_L')",0.09
"('2_T', 'medium_S', 'N_L', 'N_WA')",0.08
"('2_T', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.08
"('2_T', 'medium_S', 'N_L', 'N_P')",0.09
"('2_T', 'medium_S', 'N_WA')",0.08
"('2_T', 'medium_S', 'N_WA', 'N_P')",0.08
"('2_T', 'medium_S', 'N_P')",0.09
"('2_T', 'low_S')",0.1
"('2_T', 'low_S', 'N_L')",0.1
"('2_T', 'low_S', 'N_L', 'N_WA')",0.08
"('2_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.08
"('2_T', 'low_S', 'N_L', 'N_P')",0.1
"('2_T', 'low_S', 'N_WA')",0.08
"('2_T', 'low_S', 'N_WA', 'N_P')",0.08
"('2_T', 'low_S', 'N_P')",0.1
"('2_T', 'N_L')",0.21
"('2_T', 'N_L', 'N_WA')",0.18
"('2_T', 'N_L', 'N_WA', 'N_P')",0.17
"('2_T', 'N_L', 'N_P')",0.21
"('2_T', 'N_WA')",0.18
"('2_T', 'N_WA', 'N_P')",0.18
"('2_T', 'N_P')",0.21
"('Y_L', '0_D')",0.07
"('Y_L', '0_D', '3_T')",0.03
"('Y_L', '0_D', '3_T', 'low_S')",0.02
"('Y_L', '0_D', '3_T', 'low_S', 'N_WA')",0.02
"('Y_L', '0_D', '3_T', 'low_S', 'N_WA', 'N_P')",0.02
"('Y_L', '0_D', '3_T', 'low_S', 'N_P')",0.02
"('Y_L', '0_D', '3_T', 'N_WA')",0.03
"('Y_L', '0_D', '3_T', 'N_WA', 'N_P')",0.03
"('Y_L', '0_D', '3_T', 'N_P')",0.03
"('Y_L', '0_D', 'medium_S')",0.02
"('Y_L', '0_D', 'medium_S', 'N_P')",0.02
"('Y_L', '0_D', 'low_S')",0.05
"('Y_L', '0_D', 'low_S', 'N_WA')",0.04
"('Y_L', '0_D', 'low_S', 'N_WA', 'N_P')",0.04
"('Y_L', '0_D', 'low_S', 'N_P')",0.05
"('Y_L', '0_D', 'N_WA')",0.06
"('Y_L', '0_D', 'N_WA', 'N_P')",0.06
"('Y_L', '0_D', 'N_P')",0.07
"('Y_L', '4_NP')",0.03
"('Y_L', '4_NP', 'N_WA')",0.03
"('Y_L', '4_NP', 'N_WA', 'N_P')",0.03
"('Y_L', '4_NP', 'N_P')",0.03
"('Y_L', '3_T')",0.11
"('Y_L', '3_T', 'medium_S')",0.04
"('Y_L', '3_T', 'medium_S', 'N_WA')",0.04
"('Y_L', '3_T', 'medium_S', 'N_WA', 'N_P')",0.03
"('Y_L', '3_T', 'medium_S', 'N_P')",0.04
"('Y_L', '3_T', 'low_S')",0.07
"('Y_L', '3_T', 'low_S', 'N_WA')",0.06
"('Y_L', '3_T', 'low_S', 'N_WA', 'N_P')",0.06
"('Y_L', '3_T', 'low_S', 'N_P')",0.07
"('Y_L', '3_T', 'N_WA')",0.1
"('Y_L', '3_T', 'N_WA', 'N_P')",0.1
"('Y_L', '3_T', 'N_P')",0.1
"('Y_L', 'medium_S')",0.09
"('Y_L', 'medium_S', 'N_WA')",0.08
"('Y_L', 'medium_S', 'N_WA', 'N_P')",0.08
"('Y_L', 'medium_S', 'N_P')",0.09
"('Y_L', 'low_S')",0.14
"('Y_L', 'low_S', 'N_WA')",0.14
"('Y_L', 'low_S', 'N_WA', 'N_P')",0.14
"('Y_L', 'low_S', 'N_P')",0.14
"('Y_L', 'N_WA')",0.23
"('Y_L', 'N_WA', 'N_P')",0.23
"('Y_L', 'N_P')",0.24
"('3_NP', '0_D')",0.07
"('3_NP', '0_D', '3_T')",0.03
"('3_NP', '0_D', '3_T', 'N_L')",0.03
"('3_NP', '0_D', '3_T', 'N_L', 'N_WA')",0.03
"('3_NP', '0_D', '3_T', 'N_L', 'N_WA', 'N_P')",0.02
"('3_NP', '0_D', '3_T', 'N_L', 'N_P')",0.03
"('3_NP', '0_D', '3_T', 'N_WA')",0.03
"('3_NP', '0_D', '3_T', 'N_WA', 'N_P')",0.02
"('3_NP', '0_D', '3_T', 'N_P')",0.03
"('3_NP', '0_D', 'medium_S')",0.03
"('3_NP', '0_D', 'medium_S', 'N_L')",0.03
"('3_NP', '0_D', 'medium_S', 'N_L', 'N_WA')",0.03
"('3_NP', '0_D', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.03
"('3_NP', '0_D', 'medium_S', 'N_L', 'N_P')",0.03
"('3_NP', '0_D', 'medium_S', 'N_WA')",0.03
"('3_NP', '0_D', 'medium_S', 'N_WA', 'N_P')",0.03
"('3_NP', '0_D', 'medium_S', 'N_P')",0.03
"('3_NP', '0_D', 'low_S')",0.03
"('3_NP', '0_D', 'low_S', 'N_L')",0.03
"('3_NP', '0_D', 'low_S', 'N_L', 'N_WA')",0.03
"('3_NP', '0_D', 'low_S', 'N_L', 'N_WA', 'N_P')",0.03
"('3_NP', '0_D', 'low_S', 'N_L', 'N_P')",0.03
"('3_NP', '0_D', 'low_S', 'N_WA')",0.03
"('3_NP', '0_D', 'low_S', 'N_WA', 'N_P')",0.03
"('3_NP', '0_D', 'low_S', 'N_P')",0.03
"('3_NP', '0_D', 'N_L')",0.07
"('3_NP', '0_D', 'N_L', 'N_WA')",0.06
"('3_NP', '0_D', 'N_L', 'N_WA', 'N_P')",0.06
"('3_NP', '0_D', 'N_L', 'N_P')",0.07
"('3_NP', '0_D', 'N_WA')",0.06
"('3_NP', '0_D', 'N_WA', 'N_P')",0.06
"('3_NP', '0_D', 'N_P')",0.07
"('3_NP', '3_T')",0.12
"('3_NP', '3_T', 'medium_S')",0.06
"('3_NP', '3_T', 'medium_S', 'N_L')",0.05
"('3_NP', '3_T', 'medium_S', 'N_L', 'N_WA')",0.05
"('3_NP', '3_T', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.04
"('3_NP', '3_T', 'medium_S', 'N_L', 'N_P')",0.05
"('3_NP', '3_T', 'medium_S', 'N_WA')",0.05
"('3_NP', '3_T', 'medium_S', 'N_WA', 'N_P')",0.04
"('3_NP', '3_T', 'medium_S', 'N_P')",0.05
"('3_NP', '3_T', 'low_S')",0.05
"('3_NP', '3_T', 'low_S', 'N_L')",0.05
"('3_NP', '3_T', 'low_S', 'N_L', 'N_WA')",0.04
"('3_NP', '3_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.04
"('3_NP', '3_T', 'low_S', 'N_L', 'N_P')",0.05
"('3_NP', '3_T', 'low_S', 'N_WA')",0.04
"('3_NP', '3_T', 'low_S', 'N_WA', 'N_P')",0.04
"('3_NP', '3_T', 'low_S', 'N_P')",0.05
"('3_NP', '3_T', 'N_L')",0.12
"('3_NP', '3_T', 'N_L', 'N_WA')",0.1
"('3_NP', '3_T', 'N_L', 'N_WA', 'N_P')",0.1
"('3_NP', '3_T', 'N_L', 'N_P')",0.12
"('3_NP', '3_T', 'N_WA')",0.1
"('3_NP', '3_T', 'N_WA', 'N_P')",0.1
"('3_NP', '3_T', 'N_P')",0.12
"('3_NP', 'medium_S')",0.12
"('3_NP', 'medium_S', 'N_L')",0.12
"('3_NP', 'medium_S', 'N_L', 'N_WA')",0.1
"('3_NP', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.1
"('3_NP', 'medium_S', 'N_L', 'N_P')",0.12
"('3_NP', 'medium_S', 'N_WA')",0.1
"('3_NP', 'medium_S', 'N_WA', 'N_P')",0.1
"('3_NP', 'medium_S', 'N_P')",0.12
"('3_NP', 'low_S')",0.12
"('3_NP', 'low_S', 'N_L')",0.12
"('3_NP', 'low_S', 'N_L', 'N_WA')",0.1
"('3_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.09
"('3_NP', 'low_S', 'N_L', 'N_P')",0.12
"('3_NP', 'low_S', 'N_WA')",0.1
"('3_NP', 'low_S', 'N_WA', 'N_P')",0.1
"('3_NP', 'low_S', 'N_P')",0.12
"('3_NP', 'N_L')",0.27
"('3_NP', 'N_L', 'N_WA')",0.22
"('3_NP', 'N_L', 'N_WA', 'N_P')",0.21
"('3_NP', 'N_L', 'N_P')",0.26
"('3_NP', 'N_WA')",0.22
"('3_NP', 'N_WA', 'N_P')",0.22
"('3_NP', 'N_P')",0.26
"('0_D', '4_NP')",0.08
"('0_D', '4_NP', '3_T')",0.03
"('0_D', '4_NP', '3_T', 'N_L')",0.03
"('0_D', '4_NP', '3_T', 'N_L', 'N_WA')",0.03
"('0_D', '4_NP', '3_T', 'N_L', 'N_WA', 'N_P')",0.03
"('0_D', '4_NP', '3_T', 'N_L', 'N_P')",0.03
"('0_D', '4_NP', '3_T', 'N_WA')",0.03
"('0_D', '4_NP', '3_T', 'N_WA', 'N_P')",0.03
"('0_D', '4_NP', '3_T', 'N_P')",0.03
"('0_D', '4_NP', 'medium_S')",0.04
"('0_D', '4_NP', 'medium_S', 'N_L')",0.03
"('0_D', '4_NP', 'medium_S', 'N_L', 'N_WA')",0.03
"('0_D', '4_NP', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.03
"('0_D', '4_NP', 'medium_S', 'N_L', 'N_P')",0.03
"('0_D', '4_NP', 'medium_S', 'N_WA')",0.03
"('0_D', '4_NP', 'medium_S', 'N_WA', 'N_P')",0.03
"('0_D', '4_NP', 'medium_S', 'N_P')",0.03
"('0_D', '4_NP', 'low_S')",0.04
"('0_D', '4_NP', 'low_S', 'N_L')",0.03
"('0_D', '4_NP', 'low_S', 'N_L', 'N_WA')",0.03
"('0_D', '4_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.03
"('0_D', '4_NP', 'low_S', 'N_L', 'N_P')",0.03
"('0_D', '4_NP', 'low_S', 'N_WA')",0.03
"('0_D', '4_NP', 'low_S', 'N_WA', 'N_P')",0.03
"('0_D', '4_NP', 'low_S', 'N_P')",0.04
"('0_D', '4_NP', 'N_L')",0.07
"('0_D', '4_NP', 'N_L', 'N_WA')",0.06
"('0_D', '4_NP', 'N_L', 'N_WA', 'N_P')",0.06
"('0_D', '4_NP', 'N_L', 'N_P')",0.07
"('0_D', '4_NP', 'N_WA')",0.07
"('0_D', '4_NP', 'N_WA', 'N_P')",0.07
"('0_D', '4_NP', 'N_P')",0.08
"('0_D', '3_T')",0.12
"('0_D', '3_T', 'medium_S')",0.05
"('0_D', '3_T', 'medium_S', 'N_L')",0.04
"('0_D', '3_T', 'medium_S', 'N_L', 'N_WA')",0.03
"('0_D', '3_T', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.03
"('0_D', '3_T', 'medium_S', 'N_L', 'N_P')",0.04
"('0_D', '3_T', 'medium_S', 'N_WA')",0.04
"('0_D', '3_T', 'medium_S', 'N_WA', 'N_P')",0.04
"('0_D', '3_T', 'medium_S', 'N_P')",0.05
"('0_D', '3_T', 'low_S')",0.06
"('0_D', '3_T', 'low_S', 'N_L')",0.04
"('0_D', '3_T', 'low_S', 'N_L', 'N_WA')",0.03
"('0_D', '3_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.03
"('0_D', '3_T', 'low_S', 'N_L', 'N_P')",0.04
"('0_D', '3_T', 'low_S', 'N_WA')",0.05
"('0_D', '3_T', 'low_S', 'N_WA', 'N_P')",0.05
"('0_D', '3_T', 'low_S', 'N_P')",0.06
"('0_D', '3_T', 'N_L')",0.09
"('0_D', '3_T', 'N_L', 'N_WA')",0.07
"('0_D', '3_T', 'N_L', 'N_WA', 'N_P')",0.07
"('0_D', '3_T', 'N_L', 'N_P')",0.08
"('0_D', '3_T', 'N_WA')",0.1
"('0_D', '3_T', 'N_WA', 'N_P')",0.1
"('0_D', '3_T', 'N_P')",0.11
"('0_D', 'medium_S')",0.12
"('0_D', 'medium_S', 'N_L')",0.1
"('0_D', 'medium_S', 'N_L', 'N_WA')",0.08
"('0_D', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.08
"('0_D', 'medium_S', 'N_L', 'N_P')",0.09
"('0_D', 'medium_S', 'N_WA')",0.1
"('0_D', 'medium_S', 'N_WA', 'N_P')",0.1
"('0_D', 'medium_S', 'N_P')",0.11
"('0_D', 'low_S')",0.14
"('0_D', 'low_S', 'N_L')",0.09
"('0_D', 'low_S', 'N_L', 'N_WA')",0.08
"('0_D', 'low_S', 'N_L', 'N_WA', 'N_P')",0.08
"('0_D', 'low_S', 'N_L', 'N_P')",0.09
"('0_D', 'low_S', 'N_WA')",0.12
"('0_D', 'low_S', 'N_WA', 'N_P')",0.12
"('0_D', 'low_S', 'N_P')",0.14
"('0_D', 'N_L')",0.21
"('0_D', 'N_L', 'N_WA')",0.17
"('0_D', 'N_L', 'N_WA', 'N_P')",0.17
"('0_D', 'N_L', 'N_P')",0.2
"('0_D', 'N_WA')",0.24
"('0_D', 'N_WA', 'N_P')",0.23
"('0_D', 'N_P')",0.27
"('4_NP', '3_T')",0.12
"('4_NP', '3_T', 'medium_S')",0.05
"('4_NP', '3_T', 'medium_S', 'N_L')",0.05
"('4_NP', '3_T', 'medium_S', 'N_L', 'N_WA')",0.04
"('4_NP', '3_T', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.04
"('4_NP', '3_T', 'medium_S', 'N_L', 'N_P')",0.05
"('4_NP', '3_T', 'medium_S', 'N_WA')",0.04
"('4_NP', '3_T', 'medium_S', 'N_WA', 'N_P')",0.04
"('4_NP', '3_T', 'medium_S', 'N_P')",0.05
"('4_NP', '3_T', 'low_S')",0.06
"('4_NP', '3_T', 'low_S', 'N_L')",0.06
"('4_NP', '3_T', 'low_S', 'N_L', 'N_WA')",0.05
"('4_NP', '3_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.05
"('4_NP', '3_T', 'low_S', 'N_L', 'N_P')",0.05
"('4_NP', '3_T', 'low_S', 'N_WA')",0.05
"('4_NP', '3_T', 'low_S', 'N_WA', 'N_P')",0.05
"('4_NP', '3_T', 'low_S', 'N_P')",0.06
"('4_NP', '3_T', 'N_L')",0.12
"('4_NP', '3_T', 'N_L', 'N_WA')",0.1
"('4_NP', '3_T', 'N_L', 'N_WA', 'N_P')",0.1
"('4_NP', '3_T', 'N_L', 'N_P')",0.11
"('4_NP', '3_T', 'N_WA')",0.1
"('4_NP', '3_T', 'N_WA', 'N_P')",0.1
"('4_NP', '3_T', 'N_P')",0.12
"('4_NP', 'medium_S')",0.13
"('4_NP', 'medium_S', 'N_L')",0.12
"('4_NP', 'medium_S', 'N_L', 'N_WA')",0.1
"('4_NP', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.09
"('4_NP', 'medium_S', 'N_L', 'N_P')",0.11
"('4_NP', 'medium_S', 'N_WA')",0.11
"('4_NP', 'medium_S', 'N_WA', 'N_P')",0.1
"('4_NP', 'medium_S', 'N_P')",0.12
"('4_NP', 'low_S')",0.14
"('4_NP', 'low_S', 'N_L')",0.12
"('4_NP', 'low_S', 'N_L', 'N_WA')",0.1
"('4_NP', 'low_S', 'N_L', 'N_WA', 'N_P')",0.1
"('4_NP', 'low_S', 'N_L', 'N_P')",0.12
"('4_NP', 'low_S', 'N_WA')",0.12
"('4_NP', 'low_S', 'N_WA', 'N_P')",0.12
"('4_NP', 'low_S', 'N_P')",0.14
"('4_NP', 'N_L')",0.26
"('4_NP', 'N_L', 'N_WA')",0.22
"('4_NP', 'N_L', 'N_WA', 'N_P')",0.21
"('4_NP', 'N_L', 'N_P')",0.26
"('4_NP', 'N_WA')",0.25
"('4_NP', 'N_WA', 'N_P')",0.24
"('4_NP', 'N_P')",0.28
"('3_T', 'medium_S')",0.18
"('3_T', 'medium_S', 'N_L')",0.14
"('3_T', 'medium_S', 'N_L', 'N_WA')",0.12
"('3_T', 'medium_S', 'N_L', 'N_WA', 'N_P')",0.12
"('3_T', 'medium_S', 'N_L', 'N_P')",0.14
"('3_T', 'medium_S', 'N_WA')",0.16
"('3_T', 'medium_S', 'N_WA', 'N_P')",0.15
"('3_T', 'medium_S', 'N_P')",0.18
"('3_T', 'low_S')",0.21
"('3_T', 'low_S', 'N_L')",0.15
"('3_T', 'low_S', 'N_L', 'N_WA')",0.12
"('3_T', 'low_S', 'N_L', 'N_WA', 'N_P')",0.12
"('3_T', 'low_S', 'N_L', 'N_P')",0.15
"('3_T', 'low_S', 'N_WA')",0.19
"('3_T', 'low_S', 'N_WA', 'N_P')",0.18
"('3_T', 'low_S', 'N_P')",0.21
"('3_T', 'N_L')",0.32
"('3_T', 'N_L', 'N_WA')",0.27
"('3_T', 'N_L', 'N_WA', 'N_P')",0.26
"('3_T', 'N_L', 'N_P')",0.32
"('3_T', 'N_WA')",0.37
"('3_T', 'N_WA', 'N_P')",0.36
"('3_T', 'N_P')",0.42
"('medium_S', 'N_L')",0.34
"('medium_S', 'N_L', 'N_WA')",0.28
"('medium_S', 'N_L', 'N_WA', 'N_P')",0.28
"('medium_S', 'N_L', 'N_P')",0.33
"('medium_S', 'N_WA')",0.37
"('medium_S', 'N_WA', 'N_P')",0.36
"('medium_S', 'N_P')",0.42
"('low_S', 'N_L')",0.34
"('low_S', 'N_L', 'N_WA')",0.28
"('low_S', 'N_L', 'N_WA', 'N_P')",0.28
"('low_S', 'N_L', 'N_P')",0.34
"('low_S', 'N_WA')",0.42
"('low_S', 'N_WA', 'N_P')",0.42
"('low_S', 'N_P')",0.48
"('N_L', 'N_WA')",0.63
"('N_L', 'N_WA', 'N_P')",0.61
"('N_L', 'N_P')",0.74
"('N_WA', 'N_P')",0.84
